,A,Rv1985c
SRX4498313,2.0858007831,-0.4321072318
SRX4615568,0.45241406240000004,-0.10033422700000001
SRX4615570,-0.45241406240000004,0.10033422700000001
SRX727246,4.218551599,-0.4259266721
SRX727243,4.8722477145,0.1540019863
SRX727247,1.7026504967,-0.2563307405
SRX727244,4.0414062605,0.0233368223
SRX727245,4.3230467132,-0.3235662589
SRX727248,2.1351833929,-0.6382997383
SRX727249,0.0052108336,0.1401743387
SRX727251,-0.0828093882,-0.3129979517
SRX727250,0.07759855460000001,0.17282361300000001
SRX4498332,1.265138564,-0.3805393226
SRX4498334,1.9678477519,-0.3486632146
SRX4498335,1.9794651935,-0.1594370608
SRX4498337,2.6618544762000003,-0.26423888100000004
SRX4498324,-1.2140714157999999,0.0846490758
SRX4498326,0.1754493118,-0.1719155746
SRX4498328,0.1540138603,0.1308134118
SRX4498330,0.8846082437,-0.043546913
SRX4498336,-5.8313263032,0.035017020100000004
SRX4498333,-5.7475650502,-0.2563473229
SRX4498338,-6.4283783996,0.25072317050000004
SRX4498329,-4.4047818873,0.2574757051
SRX4498325,-3.4617688847,0.25145507640000003
SRX4498327,-4.9550346387,0.34506841180000003
SRX4498331,-4.734156652,0.3005861993
