,A,whiB6
SRX4498309,-0.2282470779,-0.21654170150000002
SRX4498313,-0.3173056423,-0.19964718480000002
SRX4615568,-0.3126520548,0.1747903106
SRX4615570,0.3126520548,-0.1747903106
SRX727246,-0.3989013061,-2.6058544192
SRX727243,-1.4339230816000001,-2.2518759332
SRX727247,-0.812212036,-1.3717664259
SRX727244,-1.4903457194,-1.6715548082
SRX727245,0.0212511883,-2.1313307003
SRX727248,0.1984798965,-3.3465239612
SRX727249,0.4650827718,0.3026172532
SRX727251,-0.43302075300000004,-0.2515930663
SRX727250,-0.0320620188,-0.051024186900000004
SRX4498332,-0.0288261759,-3.3040775897
SRX4498334,0.11828042770000001,-0.9724945807
SRX4498335,0.24053961570000001,-0.3993962226
SRX4498337,0.2431402329,-0.0990309833
SRX4498324,-0.37590729580000004,0.5133501583
SRX4498326,0.1394234393,-0.2767437253
SRX4498328,0.22066411190000002,-0.5879237865
SRX4498330,0.0158197446,0.3513173536
SRX4498336,1.1373818036,1.1709987072
SRX4498333,0.8551595112,0.9555154250000001
SRX4498338,0.9670857228,1.4670571483
SRX4498329,0.061550923900000006,0.2894801154
SRX4498325,-0.1159291133,0.3610454641
SRX4498327,-0.1007461137,0.7599393304000001
SRX4498331,0.024020284500000003,0.3154525842
