,A,Rv3095
SRX4498308,0.1378423737,0.0126075868
SRX4498314,-0.0779625035,-0.0721215094
SRX4498310,0.056909103700000005,0.0277803956
SRX4498319,-3.4964947655,-2.7673598287
SRX4498317,-3.5355297542,-2.7412452364
SRX4498311,-3.4359345432,-1.6151564039
SRX4498315,-3.3381193493,-1.6088422904000002
SRX4498309,-3.6759074891,-1.4104069129
SRX4498313,-3.486998425,-1.5194748734
SRX4615568,0.5300864912000001,-0.3239883883
SRX4615570,-0.5300864912000001,0.3239883883
SRX727246,-0.5610108155,-1.5675561529
SRX727243,-0.39048493710000004,-1.2818968117
SRX727247,-0.3471307863,-1.7968856381
SRX727244,0.6437608271,-1.1519835797
SRX727245,0.6628205024,-1.8192290281
SRX727248,-0.4300572452,-2.5586295936
SRX727249,-0.0299082897,-0.0023628256
SRX727251,-0.0190274286,0.0874598464
SRX727250,0.0489357183,-0.0850970208
SRX4498332,-0.5673712679,-0.404939331
SRX4498334,0.0652581609,0.1944861028
SRX4498335,0.5503566470000001,-0.054039988500000004
SRX4498337,0.8449157801,0.0763969872
SRX4498324,0.106554851,-0.0043385718000000005
SRX4498326,-0.31482548400000004,0.0168470353
SRX4498328,-0.0195502762,0.0269309745
SRX4498330,0.2278209092,-0.0394394381
SRX4498336,2.3635262456,-0.073092289
SRX4498333,2.6051198202,-0.24820666770000002
SRX4498338,2.6355740917,-0.4381299604
SRX4498329,4.9299247187,0.10323182500000001
SRX4498325,5.3984140033,0.31094321280000004
SRX4498327,4.342757286,0.3845125565
SRX4498331,4.4698811703,0.2658401459
