,A,Rv2488c
SRX4498319,-1.5356632718,0.0625947872
SRX4498317,-1.419033666,-0.10986597840000001
SRX4498311,-0.5360909687000001,0.3285315909
SRX4498315,-0.081833152,0.1611150831
SRX4498309,-0.3145322172,0.3078867789
SRX4498313,-0.6263285011,0.2820594464
SRX4615568,0.0003336511,0.051943341600000005
SRX4615570,-0.0003336511,-0.051943341600000005
SRX727246,-1.4615589652,0.0162297691
SRX727243,-1.7012243509,0.5851947559
SRX727247,-1.3918731018,-0.09518365740000001
SRX727244,-1.3945662823,0.18446339790000002
SRX727245,-1.1863335599,-0.1005469935
SRX727248,-0.9904282839,-0.4474707712
SRX727249,0.1089042429,0.1347408065
SRX727251,-0.11691320300000001,-0.1730391794
SRX727250,0.0080089601,0.0382983729
SRX4498332,0.1888208706,-0.13245000510000002
SRX4498334,1.5752609396000001,-0.1063794732
SRX4498335,1.1544862736,0.0008223966000000001
SRX4498337,0.294495657,-0.1026936282
SRX4498324,-0.0504084522,0.0940092718
SRX4498326,0.0079787874,-0.0073855666
SRX4498328,-0.0552460726,0.0470678062
SRX4498330,0.0976757375,-0.13369151140000002
SRX4498336,7.1730212235,-0.0363787373
SRX4498333,7.1964459082,-0.1958426881
SRX4498338,8.2561666738,-0.0047548735
SRX4498329,-5.0319301885,0.1387757737
SRX4498325,-5.4956283684,0.1977130467
SRX4498327,-4.7918255734,-0.11782934360000001
SRX4498331,-4.7649946062,0.1090860871
