,A,Rv0681
SRX4498312,-0.12267925390000001,-0.0915911958
SRX4498308,0.268761762,0.0706807328
SRX4498314,-0.10280042310000001,0.0584725736
SRX4498310,-0.043282085000000005,-0.037562110600000004
SRX4498319,4.7849455948,0.2461780973
SRX4498317,5.5131990066,-0.2580748567
SRX4498311,-1.4670851448,0.4939902198
SRX4498315,-1.0960707607,0.4058225145
SRX4498309,-1.2109488097,0.18481606990000002
SRX4498313,-1.4140506852999999,0.5101428034000001
SRX4615568,-1.5064859443,0.6971732122000001
SRX4615570,1.5064859443,-0.6971732122000001
SRX727246,3.0073514795,0.4952093428
SRX727243,0.9213420361,0.7192108948
SRX727247,6.7853788925,-1.1955184216
SRX727244,3.8901204299,-0.6680994374
SRX727245,4.5198927819,-0.83089906
SRX727248,6.2668078246,-1.503142197
SRX727249,0.38699956490000004,-0.08787232460000001
SRX727251,0.1877158982,0.0928248929
SRX727250,-0.5747154631,-0.004952568300000001
SRX4498332,-0.533377224,0.0742615613
SRX4498334,-0.7177497828,-0.0197610897
SRX4498335,-0.3677027571,-0.0170601024
SRX4498337,-1.1752974763,0.0276686235
SRX4498324,-0.5244203841,0.0646987554
SRX4498326,0.3602844293,-0.2174769305
SRX4498328,0.1926777458,-0.0539913271
SRX4498330,-0.028541791,0.20676950230000002
SRX4498336,-3.837806067,0.2670479132
SRX4498333,-4.1900888958,0.3256565262
SRX4498338,-3.7389629164000002,0.3552418124
SRX4498329,-5.4454534143,0.3656706269
SRX4498325,-6.1958574081,0.359895199
SRX4498327,-5.1731757044,0.24628904210000002
SRX4498331,-5.2258757038,0.0427829918
