,gene_id,database,kegg_id
7013,Rv2296,KEGG_pathway,map00361
7014,Rv2296,KEGG_pathway,map00625
7015,Rv2296,KEGG_pathway,map01100
7016,Rv2296,KEGG_pathway,map01120
7030,Rv2299c,KEGG_pathway,map04141
7031,Rv2299c,KEGG_pathway,map04151
7032,Rv2299c,KEGG_pathway,map04217
7033,Rv2299c,KEGG_pathway,map04612
7034,Rv2299c,KEGG_pathway,map04621
7035,Rv2299c,KEGG_pathway,map04626
7036,Rv2299c,KEGG_pathway,map04657
7037,Rv2299c,KEGG_pathway,map04659
7038,Rv2299c,KEGG_pathway,map04914
7039,Rv2299c,KEGG_pathway,map04915
7040,Rv2299c,KEGG_pathway,map05200
7041,Rv2299c,KEGG_pathway,map05215
7042,Rv2299c,KEGG_pathway,map05418
7044,Rv2325c,KEGG_pathway,map02010
7046,Rv2326c,KEGG_pathway,map02010
7048,Rv2329c,KEGG_pathway,map00910
7052,Rv2331,KEGG_pathway,map00920
7053,Rv2331,KEGG_pathway,map01100
7054,Rv2331,KEGG_pathway,map01120
7058,Rv2331A,KEGG_pathway,map00920
7059,Rv2331A,KEGG_pathway,map01100
7060,Rv2331A,KEGG_pathway,map01120
7064,Rv2332,KEGG_pathway,map00620
7065,Rv2332,KEGG_pathway,map01200
7066,Rv2332,KEGG_pathway,map02020
7075,Rv2334,KEGG_pathway,map00270
7076,Rv2334,KEGG_pathway,map00920
7077,Rv2334,KEGG_pathway,map01100
7078,Rv2334,KEGG_pathway,map01110
7079,Rv2334,KEGG_pathway,map01120
7080,Rv2334,KEGG_pathway,map01130
7081,Rv2334,KEGG_pathway,map01200
7082,Rv2334,KEGG_pathway,map01230
7091,Rv2335,KEGG_pathway,map00270
7092,Rv2335,KEGG_pathway,map00920
7093,Rv2335,KEGG_pathway,map01100
7094,Rv2335,KEGG_pathway,map01110
7095,Rv2335,KEGG_pathway,map01120
7096,Rv2335,KEGG_pathway,map01200
7097,Rv2335,KEGG_pathway,map01230
7098,Rv2335,KEGG_pathway,map05111
7100,Rv2343c,KEGG_pathway,map03030
7102,Rv2344c,KEGG_pathway,map00230
7110,Rv2349c,KEGG_pathway,map00562
7111,Rv2349c,KEGG_pathway,map00564
7112,Rv2349c,KEGG_pathway,map00565
7113,Rv2349c,KEGG_pathway,map01100
7114,Rv2349c,KEGG_pathway,map01110
7115,Rv2349c,KEGG_pathway,map02024
7116,Rv2349c,KEGG_pathway,map04919
7124,Rv2350c,KEGG_pathway,map00562
7125,Rv2350c,KEGG_pathway,map00564
7126,Rv2350c,KEGG_pathway,map00565
7127,Rv2350c,KEGG_pathway,map01100
7128,Rv2350c,KEGG_pathway,map01110
7129,Rv2350c,KEGG_pathway,map02024
7130,Rv2350c,KEGG_pathway,map04919
7138,Rv2351c,KEGG_pathway,map00562
7139,Rv2351c,KEGG_pathway,map00564
7140,Rv2351c,KEGG_pathway,map00565
7141,Rv2351c,KEGG_pathway,map01100
7142,Rv2351c,KEGG_pathway,map01110
7143,Rv2351c,KEGG_pathway,map02024
7144,Rv2351c,KEGG_pathway,map04919
7146,Rv2357c,KEGG_pathway,map00970
7149,Rv2361c,KEGG_pathway,map00900
7150,Rv2361c,KEGG_pathway,map01110
7152,Rv2362c,KEGG_pathway,map03440
7159,Rv2363,KEGG_pathway,map00330
7160,Rv2363,KEGG_pathway,map00360
7161,Rv2363,KEGG_pathway,map00380
7162,Rv2363,KEGG_pathway,map00627
7163,Rv2363,KEGG_pathway,map00643
7164,Rv2363,KEGG_pathway,map01120
7167,Rv2377c,KEGG_pathway,map00261
7168,Rv2377c,KEGG_pathway,map01130
7170,Rv2378c,KEGG_pathway,map01053
7172,Rv2379c,KEGG_pathway,map01053
7174,Rv2380c,KEGG_pathway,map01053
7176,Rv2381c,KEGG_pathway,map01053
7178,Rv2382c,KEGG_pathway,map01053
7180,Rv2383c,KEGG_pathway,map01053
7184,Rv2384,KEGG_pathway,map01053
7185,Rv2384,KEGG_pathway,map01110
7186,Rv2384,KEGG_pathway,map01130
7190,Rv2386c,KEGG_pathway,map01053
7191,Rv2386c,KEGG_pathway,map01110
7192,Rv2386c,KEGG_pathway,map01130
7196,Rv2391,KEGG_pathway,map00920
7197,Rv2391,KEGG_pathway,map01100
7198,Rv2391,KEGG_pathway,map01120
7202,Rv2392,KEGG_pathway,map00920
7203,Rv2392,KEGG_pathway,map01100
7204,Rv2392,KEGG_pathway,map01120
7209,Rv2394,KEGG_pathway,map00430
7210,Rv2394,KEGG_pathway,map00460
7211,Rv2394,KEGG_pathway,map00480
7212,Rv2394,KEGG_pathway,map01100
7215,Rv2397c,KEGG_pathway,map00920
7216,Rv2397c,KEGG_pathway,map02010
7219,Rv2398c,KEGG_pathway,map00920
7220,Rv2398c,KEGG_pathway,map02010
7223,Rv2399c,KEGG_pathway,map00920
7224,Rv2399c,KEGG_pathway,map02010
7227,Rv2400c,KEGG_pathway,map00920
7228,Rv2400c,KEGG_pathway,map02010
7230,Rv2404c,KEGG_pathway,map05134
7232,Rv2407,KEGG_pathway,map03013
7234,Rv2412,KEGG_pathway,map03010
7241,Rv2413c,KEGG_pathway,map00230
7242,Rv2413c,KEGG_pathway,map00240
7243,Rv2413c,KEGG_pathway,map01100
7244,Rv2413c,KEGG_pathway,map03030
7245,Rv2413c,KEGG_pathway,map03430
7246,Rv2413c,KEGG_pathway,map03440
7249,Rv2421c,KEGG_pathway,map00760
7250,Rv2421c,KEGG_pathway,map01100
7257,Rv2427c,KEGG_pathway,map00330
7258,Rv2427c,KEGG_pathway,map00332
7259,Rv2427c,KEGG_pathway,map01100
7260,Rv2427c,KEGG_pathway,map01110
7261,Rv2427c,KEGG_pathway,map01130
7262,Rv2427c,KEGG_pathway,map01230
7264,Rv2428,KEGG_pathway,map04214
7266,Rv2436,KEGG_pathway,map00030
7269,Rv2438c,KEGG_pathway,map00760
7270,Rv2438c,KEGG_pathway,map01100
7276,Rv2439c,KEGG_pathway,map00330
7277,Rv2439c,KEGG_pathway,map00332
7278,Rv2439c,KEGG_pathway,map01100
7279,Rv2439c,KEGG_pathway,map01130
7280,Rv2439c,KEGG_pathway,map01230
7282,Rv2441c,KEGG_pathway,map03010
7284,Rv2442c,KEGG_pathway,map03010
7286,Rv2443,KEGG_pathway,map02020
7288,Rv2444c,KEGG_pathway,map03018
7296,Rv2445c,KEGG_pathway,map00230
7297,Rv2445c,KEGG_pathway,map00240
7298,Rv2445c,KEGG_pathway,map00983
7299,Rv2445c,KEGG_pathway,map01100
7300,Rv2445c,KEGG_pathway,map01110
7301,Rv2445c,KEGG_pathway,map01130
7302,Rv2445c,KEGG_pathway,map04016
7305,Rv2447c,KEGG_pathway,map00790
7306,Rv2447c,KEGG_pathway,map01100
7308,Rv2448c,KEGG_pathway,map00970
7311,Rv2453c,KEGG_pathway,map00790
7312,Rv2453c,KEGG_pathway,map01100
7322,Rv2454c,KEGG_pathway,map00010
7323,Rv2454c,KEGG_pathway,map00020
7324,Rv2454c,KEGG_pathway,map00620
7325,Rv2454c,KEGG_pathway,map00650
7326,Rv2454c,KEGG_pathway,map00720
7327,Rv2454c,KEGG_pathway,map01100
7328,Rv2454c,KEGG_pathway,map01120
7329,Rv2454c,KEGG_pathway,map01130
7330,Rv2454c,KEGG_pathway,map01200
7340,Rv2455c,KEGG_pathway,map00010
7341,Rv2455c,KEGG_pathway,map00020
7342,Rv2455c,KEGG_pathway,map00620
7343,Rv2455c,KEGG_pathway,map00650
7344,Rv2455c,KEGG_pathway,map00720
7345,Rv2455c,KEGG_pathway,map01100
7346,Rv2455c,KEGG_pathway,map01120
7347,Rv2455c,KEGG_pathway,map01130
7348,Rv2455c,KEGG_pathway,map01200
7350,Rv2457c,KEGG_pathway,map04112
7354,Rv2458,KEGG_pathway,map00270
7355,Rv2458,KEGG_pathway,map01100
7356,Rv2458,KEGG_pathway,map01110
7359,Rv2460c,KEGG_pathway,map04112
7360,Rv2460c,KEGG_pathway,map04212
7363,Rv2461c,KEGG_pathway,map04112
7364,Rv2461c,KEGG_pathway,map04212
7366,Rv2464c,KEGG_pathway,map03410
7376,Rv2465c,KEGG_pathway,map00030
7377,Rv2465c,KEGG_pathway,map00051
7378,Rv2465c,KEGG_pathway,map00710
7379,Rv2465c,KEGG_pathway,map01100
7380,Rv2465c,KEGG_pathway,map01110
7381,Rv2465c,KEGG_pathway,map01120
7382,Rv2465c,KEGG_pathway,map01130
7383,Rv2465c,KEGG_pathway,map01200
7384,Rv2465c,KEGG_pathway,map01230
7387,Rv2467,KEGG_pathway,map00480
7388,Rv2467,KEGG_pathway,map01100
7392,Rv2471,KEGG_pathway,map00052
7393,Rv2471,KEGG_pathway,map00500
7394,Rv2471,KEGG_pathway,map01100
7400,Rv2476c,KEGG_pathway,map00220
7401,Rv2476c,KEGG_pathway,map00250
7402,Rv2476c,KEGG_pathway,map00430
7403,Rv2476c,KEGG_pathway,map00910
7404,Rv2476c,KEGG_pathway,map01100
7408,Rv2478c,KEGG_pathway,map03030
7409,Rv2478c,KEGG_pathway,map03430
7410,Rv2478c,KEGG_pathway,map03440
7415,Rv2482c,KEGG_pathway,map00561
7416,Rv2482c,KEGG_pathway,map00564
7417,Rv2482c,KEGG_pathway,map01100
7418,Rv2482c,KEGG_pathway,map01110
7423,Rv2483c,KEGG_pathway,map00561
7424,Rv2483c,KEGG_pathway,map00564
7425,Rv2483c,KEGG_pathway,map01100
7426,Rv2483c,KEGG_pathway,map01110
7429,Rv2484c,KEGG_pathway,map00561
7430,Rv2484c,KEGG_pathway,map01100
7449,Rv2486,KEGG_pathway,map00071
7450,Rv2486,KEGG_pathway,map00280
7451,Rv2486,KEGG_pathway,map00281
7452,Rv2486,KEGG_pathway,map00310
7453,Rv2486,KEGG_pathway,map00360
7454,Rv2486,KEGG_pathway,map00362
7455,Rv2486,KEGG_pathway,map00380
7456,Rv2486,KEGG_pathway,map00410
7457,Rv2486,KEGG_pathway,map00627
7458,Rv2486,KEGG_pathway,map00640
7459,Rv2486,KEGG_pathway,map00650
7460,Rv2486,KEGG_pathway,map00903
7461,Rv2486,KEGG_pathway,map00930
7462,Rv2486,KEGG_pathway,map01100
7463,Rv2486,KEGG_pathway,map01110
7464,Rv2486,KEGG_pathway,map01120
7465,Rv2486,KEGG_pathway,map01130
7466,Rv2486,KEGG_pathway,map01212
7475,Rv2495c,KEGG_pathway,map00010
7476,Rv2495c,KEGG_pathway,map00020
7477,Rv2495c,KEGG_pathway,map00620
7478,Rv2495c,KEGG_pathway,map01100
7479,Rv2495c,KEGG_pathway,map01110
7480,Rv2495c,KEGG_pathway,map01120
7481,Rv2495c,KEGG_pathway,map01130
7482,Rv2495c,KEGG_pathway,map01200
7494,Rv2496c,KEGG_pathway,map00010
7495,Rv2496c,KEGG_pathway,map00020
7496,Rv2496c,KEGG_pathway,map00620
7497,Rv2496c,KEGG_pathway,map01100
7498,Rv2496c,KEGG_pathway,map01110
7499,Rv2496c,KEGG_pathway,map01120
7500,Rv2496c,KEGG_pathway,map01130
7501,Rv2496c,KEGG_pathway,map01200
7502,Rv2496c,KEGG_pathway,map04066
7503,Rv2496c,KEGG_pathway,map04922
7504,Rv2496c,KEGG_pathway,map05230
7516,Rv2497c,KEGG_pathway,map00010
7517,Rv2497c,KEGG_pathway,map00020
7518,Rv2497c,KEGG_pathway,map00620
7519,Rv2497c,KEGG_pathway,map01100
7520,Rv2497c,KEGG_pathway,map01110
7521,Rv2497c,KEGG_pathway,map01120
7522,Rv2497c,KEGG_pathway,map01130
7523,Rv2497c,KEGG_pathway,map01200
7524,Rv2497c,KEGG_pathway,map04066
7525,Rv2497c,KEGG_pathway,map04922
7526,Rv2497c,KEGG_pathway,map05230
7528,Rv2498c,KEGG_pathway,map02020
7540,Rv2501c,KEGG_pathway,map00061
7541,Rv2501c,KEGG_pathway,map00280
7542,Rv2501c,KEGG_pathway,map00620
7543,Rv2501c,KEGG_pathway,map00630
7544,Rv2501c,KEGG_pathway,map00640
7545,Rv2501c,KEGG_pathway,map01100
7546,Rv2501c,KEGG_pathway,map01110
7547,Rv2501c,KEGG_pathway,map01120
7548,Rv2501c,KEGG_pathway,map01130
7549,Rv2501c,KEGG_pathway,map01200
7550,Rv2501c,KEGG_pathway,map01212
7553,Rv2502c,KEGG_pathway,map00280
7554,Rv2502c,KEGG_pathway,map01100
7558,Rv2503c,KEGG_pathway,map00072
7559,Rv2503c,KEGG_pathway,map00280
7560,Rv2503c,KEGG_pathway,map00650
7564,Rv2504c,KEGG_pathway,map00072
7565,Rv2504c,KEGG_pathway,map00280
7566,Rv2504c,KEGG_pathway,map00650
7568,Rv2508c,KEGG_pathway,map04138
7570,Rv2511,KEGG_pathway,map03008
7572,Rv2523c,KEGG_pathway,map00770
7577,Rv2524c,KEGG_pathway,map00061
7578,Rv2524c,KEGG_pathway,map01100
7579,Rv2524c,KEGG_pathway,map01212
7580,Rv2524c,KEGG_pathway,map04931
7583,Rv2531c,KEGG_pathway,map00330
7584,Rv2531c,KEGG_pathway,map01100
7590,Rv2537c,KEGG_pathway,map00400
7591,Rv2537c,KEGG_pathway,map01100
7592,Rv2537c,KEGG_pathway,map01110
7593,Rv2537c,KEGG_pathway,map01130
7594,Rv2537c,KEGG_pathway,map01230
7600,Rv2538c,KEGG_pathway,map00400
7601,Rv2538c,KEGG_pathway,map01100
7602,Rv2538c,KEGG_pathway,map01110
7603,Rv2538c,KEGG_pathway,map01130
7604,Rv2538c,KEGG_pathway,map01230
7610,Rv2539c,KEGG_pathway,map00400
7611,Rv2539c,KEGG_pathway,map01100
7612,Rv2539c,KEGG_pathway,map01110
7613,Rv2539c,KEGG_pathway,map01130
7614,Rv2539c,KEGG_pathway,map01230
7620,Rv2540c,KEGG_pathway,map00400
7621,Rv2540c,KEGG_pathway,map01100
7622,Rv2540c,KEGG_pathway,map01110
7623,Rv2540c,KEGG_pathway,map01130
7624,Rv2540c,KEGG_pathway,map01230
7630,Rv2552c,KEGG_pathway,map00400
7631,Rv2552c,KEGG_pathway,map01100
7632,Rv2552c,KEGG_pathway,map01110
7633,Rv2552c,KEGG_pathway,map01130
7634,Rv2552c,KEGG_pathway,map01230
7636,Rv2555c,KEGG_pathway,map00970
7638,Rv2572c,KEGG_pathway,map00970
7642,Rv2573,KEGG_pathway,map00770
7643,Rv2573,KEGG_pathway,map01100
7644,Rv2573,KEGG_pathway,map01110
7649,Rv2579,KEGG_pathway,map00361
7650,Rv2579,KEGG_pathway,map00625
7651,Rv2579,KEGG_pathway,map01100
7652,Rv2579,KEGG_pathway,map01120
7654,Rv2580c,KEGG_pathway,map00970
7656,Rv2581c,KEGG_pathway,map00620
7658,Rv2583c,KEGG_pathway,map00230
7661,Rv2584c,KEGG_pathway,map00230
7662,Rv2584c,KEGG_pathway,map01100
7664,Rv2585c,KEGG_pathway,map02024
7667,Rv2586c,KEGG_pathway,map03060
7668,Rv2586c,KEGG_pathway,map03070
7671,Rv2587c,KEGG_pathway,map03060
7672,Rv2587c,KEGG_pathway,map03070
7676,Rv2588c,KEGG_pathway,map02024
7677,Rv2588c,KEGG_pathway,map03060
7678,Rv2588c,KEGG_pathway,map03070
7686,Rv2589,KEGG_pathway,map00250
7687,Rv2589,KEGG_pathway,map00280
7688,Rv2589,KEGG_pathway,map00410
7689,Rv2589,KEGG_pathway,map00640
7690,Rv2589,KEGG_pathway,map00650
7691,Rv2589,KEGG_pathway,map01100
7692,Rv2589,KEGG_pathway,map01120
7694,Rv2592c,KEGG_pathway,map03440
7696,Rv2593c,KEGG_pathway,map03440
7698,Rv2594c,KEGG_pathway,map03440
7704,Rv2601,KEGG_pathway,map00270
7705,Rv2601,KEGG_pathway,map00330
7706,Rv2601,KEGG_pathway,map00410
7707,Rv2601,KEGG_pathway,map00480
7708,Rv2601,KEGG_pathway,map01100
7710,Rv2604c,KEGG_pathway,map00750
7712,Rv2605c,KEGG_pathway,map01040
7714,Rv2606c,KEGG_pathway,map00750
7718,Rv2607,KEGG_pathway,map00750
7719,Rv2607,KEGG_pathway,map01100
7720,Rv2607,KEGG_pathway,map01120
7725,Rv2612c,KEGG_pathway,map00562
7726,Rv2612c,KEGG_pathway,map00564
7727,Rv2612c,KEGG_pathway,map01100
7728,Rv2612c,KEGG_pathway,map04070
7730,Rv2613c,KEGG_pathway,map00230
7732,Rv2614c,KEGG_pathway,map00970
7736,Rv2671,KEGG_pathway,map00740
7737,Rv2671,KEGG_pathway,map01100
7738,Rv2671,KEGG_pathway,map01110
7742,Rv2677c,KEGG_pathway,map00860
7743,Rv2677c,KEGG_pathway,map01100
7744,Rv2677c,KEGG_pathway,map01110
7748,Rv2678c,KEGG_pathway,map00860
7749,Rv2678c,KEGG_pathway,map01100
7750,Rv2678c,KEGG_pathway,map01110
7769,Rv2679,KEGG_pathway,map00071
7770,Rv2679,KEGG_pathway,map00280
7771,Rv2679,KEGG_pathway,map00281
7772,Rv2679,KEGG_pathway,map00310
7773,Rv2679,KEGG_pathway,map00360
7774,Rv2679,KEGG_pathway,map00362
7775,Rv2679,KEGG_pathway,map00380
7776,Rv2679,KEGG_pathway,map00410
7777,Rv2679,KEGG_pathway,map00627
7778,Rv2679,KEGG_pathway,map00640
7779,Rv2679,KEGG_pathway,map00650
7780,Rv2679,KEGG_pathway,map00903
7781,Rv2679,KEGG_pathway,map00930
7782,Rv2679,KEGG_pathway,map01100
7783,Rv2679,KEGG_pathway,map01110
7784,Rv2679,KEGG_pathway,map01120
7785,Rv2679,KEGG_pathway,map01130
7786,Rv2679,KEGG_pathway,map01212
7792,Rv2682c,KEGG_pathway,map00730
7793,Rv2682c,KEGG_pathway,map00900
7794,Rv2682c,KEGG_pathway,map01100
7795,Rv2682c,KEGG_pathway,map01110
7796,Rv2682c,KEGG_pathway,map01130
7798,Rv2686c,KEGG_pathway,map02010
7800,Rv2687c,KEGG_pathway,map02010
7802,Rv2688c,KEGG_pathway,map02010
7806,Rv2697c,KEGG_pathway,map00240
7807,Rv2697c,KEGG_pathway,map00983
7808,Rv2697c,KEGG_pathway,map01100
7813,Rv2701c,KEGG_pathway,map00521
7814,Rv2701c,KEGG_pathway,map00562
7815,Rv2701c,KEGG_pathway,map01100
7816,Rv2701c,KEGG_pathway,map04070
7824,Rv2702,KEGG_pathway,map00010
7825,Rv2702,KEGG_pathway,map00520
7826,Rv2702,KEGG_pathway,map01100
7827,Rv2702,KEGG_pathway,map01110
7828,Rv2702,KEGG_pathway,map01120
7829,Rv2702,KEGG_pathway,map01130
7830,Rv2702,KEGG_pathway,map01200
7833,Rv2710,KEGG_pathway,map02026
7834,Rv2710,KEGG_pathway,map05111
7837,Rv2713,KEGG_pathway,map00760
7838,Rv2713,KEGG_pathway,map01100
7843,Rv2724c,KEGG_pathway,map00071
7844,Rv2724c,KEGG_pathway,map01100
7845,Rv2724c,KEGG_pathway,map01212
7846,Rv2724c,KEGG_pathway,map03320
7853,Rv2726c,KEGG_pathway,map00300
7854,Rv2726c,KEGG_pathway,map01100
7855,Rv2726c,KEGG_pathway,map01110
7856,Rv2726c,KEGG_pathway,map01120
7857,Rv2726c,KEGG_pathway,map01130
7858,Rv2726c,KEGG_pathway,map01230
7862,Rv2727c,KEGG_pathway,map00908
7863,Rv2727c,KEGG_pathway,map01100
7864,Rv2727c,KEGG_pathway,map01110
7866,Rv2737c,KEGG_pathway,map03440
7868,Rv2740,KEGG_pathway,map00903
7871,Rv2746c,KEGG_pathway,map00564
7872,Rv2746c,KEGG_pathway,map01100
7879,Rv2747,KEGG_pathway,map00220
7880,Rv2747,KEGG_pathway,map01100
7881,Rv2747,KEGG_pathway,map01110
7882,Rv2747,KEGG_pathway,map01130
7883,Rv2747,KEGG_pathway,map01210
7884,Rv2747,KEGG_pathway,map01230
7886,Rv2752c,KEGG_pathway,map03018
7894,Rv2753c,KEGG_pathway,map00261
7895,Rv2753c,KEGG_pathway,map00300
7896,Rv2753c,KEGG_pathway,map01100
7897,Rv2753c,KEGG_pathway,map01110
7898,Rv2753c,KEGG_pathway,map01120
7899,Rv2753c,KEGG_pathway,map01130
7900,Rv2753c,KEGG_pathway,map01230
7904,Rv2754c,KEGG_pathway,map00240
7905,Rv2754c,KEGG_pathway,map00670
7906,Rv2754c,KEGG_pathway,map01100
7911,Rv2763c,KEGG_pathway,map00670
7912,Rv2763c,KEGG_pathway,map00790
7913,Rv2763c,KEGG_pathway,map01100
7914,Rv2763c,KEGG_pathway,map01523
7919,Rv2764c,KEGG_pathway,map00240
7920,Rv2764c,KEGG_pathway,map00670
7921,Rv2764c,KEGG_pathway,map01100
7922,Rv2764c,KEGG_pathway,map01523
7930,Rv2765,KEGG_pathway,map00361
7931,Rv2765,KEGG_pathway,map00364
7932,Rv2765,KEGG_pathway,map00623
7933,Rv2765,KEGG_pathway,map01100
7934,Rv2765,KEGG_pathway,map01110
7935,Rv2765,KEGG_pathway,map01120
7936,Rv2765,KEGG_pathway,map01130
7944,Rv2773c,KEGG_pathway,map00261
7945,Rv2773c,KEGG_pathway,map00300
7946,Rv2773c,KEGG_pathway,map01100
7947,Rv2773c,KEGG_pathway,map01110
7948,Rv2773c,KEGG_pathway,map01120
7949,Rv2773c,KEGG_pathway,map01130
7950,Rv2773c,KEGG_pathway,map01230
7954,Rv2780,KEGG_pathway,map00250
7955,Rv2780,KEGG_pathway,map00430
7956,Rv2780,KEGG_pathway,map01100
7958,Rv2781c,KEGG_pathway,map00910
7962,Rv2783c,KEGG_pathway,map00230
7963,Rv2783c,KEGG_pathway,map00240
7964,Rv2783c,KEGG_pathway,map03018
7966,Rv2785c,KEGG_pathway,map03010
7970,Rv2786c,KEGG_pathway,map00740
7971,Rv2786c,KEGG_pathway,map01100
7972,Rv2786c,KEGG_pathway,map01110
7984,Rv2790c,KEGG_pathway,map00071
7985,Rv2790c,KEGG_pathway,map00280
7986,Rv2790c,KEGG_pathway,map00281
7987,Rv2790c,KEGG_pathway,map00362
7988,Rv2790c,KEGG_pathway,map00592
7989,Rv2790c,KEGG_pathway,map00642
7990,Rv2790c,KEGG_pathway,map01100
7991,Rv2790c,KEGG_pathway,map01110
7992,Rv2790c,KEGG_pathway,map01120
7993,Rv2790c,KEGG_pathway,map01130
7994,Rv2790c,KEGG_pathway,map01212
8013,Rv2831,KEGG_pathway,map00071
8014,Rv2831,KEGG_pathway,map00280
8015,Rv2831,KEGG_pathway,map00281
8016,Rv2831,KEGG_pathway,map00310
8017,Rv2831,KEGG_pathway,map00360
8018,Rv2831,KEGG_pathway,map00362
8019,Rv2831,KEGG_pathway,map00380
8020,Rv2831,KEGG_pathway,map00410
8021,Rv2831,KEGG_pathway,map00627
8022,Rv2831,KEGG_pathway,map00640
8023,Rv2831,KEGG_pathway,map00650
8024,Rv2831,KEGG_pathway,map00903
8025,Rv2831,KEGG_pathway,map00930
8026,Rv2831,KEGG_pathway,map01100
8027,Rv2831,KEGG_pathway,map01110
8028,Rv2831,KEGG_pathway,map01120
8029,Rv2831,KEGG_pathway,map01130
8030,Rv2831,KEGG_pathway,map01212
8032,Rv2832c,KEGG_pathway,map02010
8034,Rv2833c,KEGG_pathway,map02010
8036,Rv2834c,KEGG_pathway,map02010
8038,Rv2835c,KEGG_pathway,map02010
8042,Rv2837c,KEGG_pathway,map00920
8043,Rv2837c,KEGG_pathway,map01100
8044,Rv2837c,KEGG_pathway,map01120
8046,Rv2845c,KEGG_pathway,map00970
8051,Rv2847c,KEGG_pathway,map00860
8052,Rv2847c,KEGG_pathway,map01100
8053,Rv2847c,KEGG_pathway,map01110
8054,Rv2847c,KEGG_pathway,map01120
8058,Rv2848c,KEGG_pathway,map00860
8059,Rv2848c,KEGG_pathway,map01100
8060,Rv2848c,KEGG_pathway,map01120
8063,Rv2849c,KEGG_pathway,map00860
8064,Rv2849c,KEGG_pathway,map01100
8068,Rv2850c,KEGG_pathway,map00860
8069,Rv2850c,KEGG_pathway,map01100
8070,Rv2850c,KEGG_pathway,map01110
8078,Rv2852c,KEGG_pathway,map00020
8079,Rv2852c,KEGG_pathway,map00620
8080,Rv2852c,KEGG_pathway,map01100
8081,Rv2852c,KEGG_pathway,map01110
8082,Rv2852c,KEGG_pathway,map01120
8083,Rv2852c,KEGG_pathway,map01130
8084,Rv2852c,KEGG_pathway,map01200
8106,Rv2858c,KEGG_pathway,map00010
8107,Rv2858c,KEGG_pathway,map00053
8108,Rv2858c,KEGG_pathway,map00071
8109,Rv2858c,KEGG_pathway,map00260
8110,Rv2858c,KEGG_pathway,map00280
8111,Rv2858c,KEGG_pathway,map00310
8112,Rv2858c,KEGG_pathway,map00330
8113,Rv2858c,KEGG_pathway,map00340
8114,Rv2858c,KEGG_pathway,map00360
8115,Rv2858c,KEGG_pathway,map00380
8116,Rv2858c,KEGG_pathway,map00410
8117,Rv2858c,KEGG_pathway,map00561
8118,Rv2858c,KEGG_pathway,map00620
8119,Rv2858c,KEGG_pathway,map00625
8120,Rv2858c,KEGG_pathway,map00643
8121,Rv2858c,KEGG_pathway,map00903
8122,Rv2858c,KEGG_pathway,map00981
8123,Rv2858c,KEGG_pathway,map01100
8124,Rv2858c,KEGG_pathway,map01110
8125,Rv2858c,KEGG_pathway,map01120
8126,Rv2858c,KEGG_pathway,map01130
8138,Rv2860c,KEGG_pathway,map00220
8139,Rv2860c,KEGG_pathway,map00250
8140,Rv2860c,KEGG_pathway,map00630
8141,Rv2860c,KEGG_pathway,map00910
8142,Rv2860c,KEGG_pathway,map01100
8143,Rv2860c,KEGG_pathway,map01120
8144,Rv2860c,KEGG_pathway,map01230
8145,Rv2860c,KEGG_pathway,map02020
8146,Rv2860c,KEGG_pathway,map04217
8147,Rv2860c,KEGG_pathway,map04724
8148,Rv2860c,KEGG_pathway,map04727
8153,Rv2868c,KEGG_pathway,map00900
8154,Rv2868c,KEGG_pathway,map01100
8155,Rv2868c,KEGG_pathway,map01110
8156,Rv2868c,KEGG_pathway,map01130
8161,Rv2870c,KEGG_pathway,map00900
8162,Rv2870c,KEGG_pathway,map01100
8163,Rv2870c,KEGG_pathway,map01110
8164,Rv2870c,KEGG_pathway,map01130
8169,Rv2881c,KEGG_pathway,map00564
8170,Rv2881c,KEGG_pathway,map01100
8171,Rv2881c,KEGG_pathway,map01110
8172,Rv2881c,KEGG_pathway,map04070
8175,Rv2883c,KEGG_pathway,map00240
8176,Rv2883c,KEGG_pathway,map01100
8183,Rv2888c,KEGG_pathway,map00330
8184,Rv2888c,KEGG_pathway,map00360
8185,Rv2888c,KEGG_pathway,map00380
8186,Rv2888c,KEGG_pathway,map00627
8187,Rv2888c,KEGG_pathway,map00643
8188,Rv2888c,KEGG_pathway,map01120
8190,Rv2890c,KEGG_pathway,map03010
8192,Rv2902c,KEGG_pathway,map03030
8195,Rv2903c,KEGG_pathway,map02024
8196,Rv2903c,KEGG_pathway,map03060
8198,Rv2904c,KEGG_pathway,map03010
8200,Rv2909c,KEGG_pathway,map03010
8203,Rv2911,KEGG_pathway,map00550
8204,Rv2911,KEGG_pathway,map01100
8208,Rv2916c,KEGG_pathway,map02024
8209,Rv2916c,KEGG_pathway,map03060
8210,Rv2916c,KEGG_pathway,map03070
8212,Rv2918c,KEGG_pathway,map02020
8214,Rv2919c,KEGG_pathway,map02020
8218,Rv2921c,KEGG_pathway,map02024
8219,Rv2921c,KEGG_pathway,map03060
8220,Rv2921c,KEGG_pathway,map03070
8224,Rv2922A,KEGG_pathway,map00620
8225,Rv2922A,KEGG_pathway,map00627
8226,Rv2922A,KEGG_pathway,map01120
8228,Rv2924c,KEGG_pathway,map03410
8231,Rv2925c,KEGG_pathway,map03008
8232,Rv2925c,KEGG_pathway,map05205
8236,Rv2949c,KEGG_pathway,map00130
8237,Rv2949c,KEGG_pathway,map01100
8238,Rv2949c,KEGG_pathway,map01110
