,gene_id,database,kegg_id
11922,Rv0663,KEGG_reaction,R03980
11923,Rv0663,KEGG_reaction,R04856
11924,Rv0667,KEGG_reaction,R00435
11925,Rv0667,KEGG_reaction,R00441
11926,Rv0667,KEGG_reaction,R00442
11927,Rv0667,KEGG_reaction,R00443
11928,Rv0668,KEGG_reaction,R00435
11929,Rv0668,KEGG_reaction,R00441
11930,Rv0668,KEGG_reaction,R00442
11931,Rv0668,KEGG_reaction,R00443
11932,Rv0669c,KEGG_reaction,R01494
11933,Rv0673,KEGG_reaction,R03026
11934,Rv0673,KEGG_reaction,R03045
11935,Rv0673,KEGG_reaction,R04137
11936,Rv0673,KEGG_reaction,R04170
11937,Rv0673,KEGG_reaction,R04204
11938,Rv0673,KEGG_reaction,R04224
11939,Rv0673,KEGG_reaction,R04738
11940,Rv0673,KEGG_reaction,R04740
11941,Rv0673,KEGG_reaction,R04744
11942,Rv0673,KEGG_reaction,R04746
11943,Rv0673,KEGG_reaction,R04749
11944,Rv0673,KEGG_reaction,R05595
11945,Rv0673,KEGG_reaction,R06411
11946,Rv0673,KEGG_reaction,R06412
11947,Rv0673,KEGG_reaction,R06942
11948,Rv0673,KEGG_reaction,R08093
11949,Rv0675,KEGG_reaction,R03026
11950,Rv0675,KEGG_reaction,R03045
11951,Rv0675,KEGG_reaction,R04137
11952,Rv0675,KEGG_reaction,R04170
11953,Rv0675,KEGG_reaction,R04204
11954,Rv0675,KEGG_reaction,R04224
11955,Rv0675,KEGG_reaction,R04738
11956,Rv0675,KEGG_reaction,R04740
11957,Rv0675,KEGG_reaction,R04744
11958,Rv0675,KEGG_reaction,R04746
11959,Rv0675,KEGG_reaction,R04749
11960,Rv0675,KEGG_reaction,R05595
11961,Rv0675,KEGG_reaction,R06411
11962,Rv0675,KEGG_reaction,R06412
11963,Rv0675,KEGG_reaction,R06942
11964,Rv0675,KEGG_reaction,R08093
11965,Rv0694,KEGG_reaction,R00196
11966,Rv0694,KEGG_reaction,R00475
11967,Rv0695,KEGG_reaction,R01884
11968,Rv0711,KEGG_reaction,R03980
11969,Rv0711,KEGG_reaction,R04856
11970,Rv0727c,KEGG_reaction,R02262
11971,Rv0727c,KEGG_reaction,R05850
11972,Rv0728c,KEGG_reaction,R01513
11973,Rv0729,KEGG_reaction,R01639
11974,Rv0733,KEGG_reaction,R00127
11975,Rv0733,KEGG_reaction,R01547
11976,Rv0733,KEGG_reaction,R11319
11977,Rv0751c,KEGG_reaction,R05066
11978,Rv0753c,KEGG_reaction,R00705
11979,Rv0753c,KEGG_reaction,R00706
11980,Rv0753c,KEGG_reaction,R00922
11981,Rv0753c,KEGG_reaction,R00935
11982,Rv0760c,KEGG_reaction,R01837
11983,Rv0760c,KEGG_reaction,R02216
11984,Rv0760c,KEGG_reaction,R02499
11985,Rv0760c,KEGG_reaction,R02840
11986,Rv0760c,KEGG_reaction,R03327
11987,Rv0760c,KEGG_reaction,R04163
11988,Rv0760c,KEGG_reaction,R04678
11989,Rv0760c,KEGG_reaction,R04849
11990,Rv0760c,KEGG_reaction,R09955
11991,Rv0761c,KEGG_reaction,R00623
11992,Rv0761c,KEGG_reaction,R00754
11993,Rv0761c,KEGG_reaction,R02124
11994,Rv0761c,KEGG_reaction,R04880
11995,Rv0761c,KEGG_reaction,R05233
11996,Rv0761c,KEGG_reaction,R05234
11997,Rv0761c,KEGG_reaction,R06917
11998,Rv0761c,KEGG_reaction,R06927
11999,Rv0761c,KEGG_reaction,R06983
12000,Rv0761c,KEGG_reaction,R07105
12001,Rv0761c,KEGG_reaction,R08281
12002,Rv0761c,KEGG_reaction,R08306
12003,Rv0761c,KEGG_reaction,R08310
12004,Rv0764c,KEGG_reaction,R05640
12005,Rv0764c,KEGG_reaction,R05731
12006,Rv0768,KEGG_reaction,R00264
12007,Rv0768,KEGG_reaction,R00631
12008,Rv0768,KEGG_reaction,R00710
12009,Rv0768,KEGG_reaction,R00904
12010,Rv0768,KEGG_reaction,R01752
12011,Rv0768,KEGG_reaction,R01986
12012,Rv0768,KEGG_reaction,R02549
12013,Rv0768,KEGG_reaction,R02678
12014,Rv0768,KEGG_reaction,R02940
12015,Rv0768,KEGG_reaction,R02957
12016,Rv0768,KEGG_reaction,R03283
12017,Rv0768,KEGG_reaction,R03869
12018,Rv0768,KEGG_reaction,R04065
12019,Rv0768,KEGG_reaction,R04506
12020,Rv0768,KEGG_reaction,R04903
12021,Rv0768,KEGG_reaction,R05050
12022,Rv0768,KEGG_reaction,R05237
12023,Rv0768,KEGG_reaction,R05238
12024,Rv0768,KEGG_reaction,R05286
12025,Rv0768,KEGG_reaction,R06366
12026,Rv0768,KEGG_reaction,R08146
12027,Rv0769,KEGG_reaction,R04533
12028,Rv0769,KEGG_reaction,R04534
12029,Rv0769,KEGG_reaction,R04536
12030,Rv0769,KEGG_reaction,R04543
12031,Rv0769,KEGG_reaction,R04566
12032,Rv0769,KEGG_reaction,R04953
12033,Rv0769,KEGG_reaction,R04964
12034,Rv0769,KEGG_reaction,R07759
12035,Rv0769,KEGG_reaction,R07763
12036,Rv0769,KEGG_reaction,R10116
12037,Rv0769,KEGG_reaction,R10120
12038,Rv0769,KEGG_reaction,R11671
12039,Rv0770,KEGG_reaction,R05066
12040,Rv0771,KEGG_reaction,R03470
12041,Rv0772,KEGG_reaction,R04144
12042,Rv0773c,KEGG_reaction,R00494
12043,Rv0773c,KEGG_reaction,R01262
12044,Rv0773c,KEGG_reaction,R01687
12045,Rv0773c,KEGG_reaction,R03867
12046,Rv0773c,KEGG_reaction,R03916
12047,Rv0773c,KEGG_reaction,R03970
12048,Rv0773c,KEGG_reaction,R03971
12049,Rv0773c,KEGG_reaction,R04935
12050,Rv0777,KEGG_reaction,R01083
12051,Rv0777,KEGG_reaction,R04559
12052,Rv0780,KEGG_reaction,R04591
12053,Rv0787A,KEGG_reaction,R04463
12054,Rv0788,KEGG_reaction,R04463
12055,Rv0794c,KEGG_reaction,R00209
12056,Rv0794c,KEGG_reaction,R01221
12057,Rv0794c,KEGG_reaction,R01698
12058,Rv0794c,KEGG_reaction,R03815
12059,Rv0794c,KEGG_reaction,R07618
12060,Rv0794c,KEGG_reaction,R08549
12061,Rv0803,KEGG_reaction,R04463
12062,Rv0805,KEGG_reaction,R00191
12063,Rv0806c,KEGG_reaction,R00291
12064,Rv0806c,KEGG_reaction,R02984
12065,Rv0808,KEGG_reaction,R01072
12066,Rv0809,KEGG_reaction,R04208
12067,Rv0812,KEGG_reaction,R05553
12068,Rv0815c,KEGG_reaction,R01931
12069,Rv0815c,KEGG_reaction,R03105
12070,Rv0815c,KEGG_reaction,R03106
12071,Rv0824c,KEGG_reaction,R03370
12072,Rv0824c,KEGG_reaction,R08161
12073,Rv0824c,KEGG_reaction,R11108
12074,Rv0824c,KEGG_reaction,R11109
12075,Rv0840c,KEGG_reaction,R00135
12076,Rv0843,KEGG_reaction,R00014
12077,Rv0843,KEGG_reaction,R00209
12078,Rv0843,KEGG_reaction,R01699
12079,Rv0843,KEGG_reaction,R03270
12080,Rv0848,KEGG_reaction,R00897
12081,Rv0848,KEGG_reaction,R03601
12082,Rv0848,KEGG_reaction,R04859
12083,Rv0855,KEGG_reaction,R08734
12084,Rv0855,KEGG_reaction,R08739
12085,Rv0858c,KEGG_reaction,R04475
12086,Rv0859,KEGG_reaction,R00238
12087,Rv0859,KEGG_reaction,R01177
12088,Rv0860,KEGG_reaction,R01975
12089,Rv0860,KEGG_reaction,R03026
12090,Rv0860,KEGG_reaction,R03045
12091,Rv0860,KEGG_reaction,R03276
12092,Rv0860,KEGG_reaction,R04137
12093,Rv0860,KEGG_reaction,R04170
12094,Rv0860,KEGG_reaction,R04203
12095,Rv0860,KEGG_reaction,R04204
12096,Rv0860,KEGG_reaction,R04224
12097,Rv0860,KEGG_reaction,R04737
12098,Rv0860,KEGG_reaction,R04738
12099,Rv0860,KEGG_reaction,R04739
12100,Rv0860,KEGG_reaction,R04740
12101,Rv0860,KEGG_reaction,R04741
12102,Rv0860,KEGG_reaction,R04744
12103,Rv0860,KEGG_reaction,R04745
12104,Rv0860,KEGG_reaction,R04746
12105,Rv0860,KEGG_reaction,R04748
12106,Rv0860,KEGG_reaction,R04749
12107,Rv0860,KEGG_reaction,R05066
12108,Rv0860,KEGG_reaction,R05305
12109,Rv0860,KEGG_reaction,R06411
12110,Rv0860,KEGG_reaction,R06412
12111,Rv0860,KEGG_reaction,R06941
12112,Rv0860,KEGG_reaction,R06942
12113,Rv0860,KEGG_reaction,R07935
12114,Rv0860,KEGG_reaction,R07951
12115,Rv0860,KEGG_reaction,R08093
12116,Rv0860,KEGG_reaction,R08094
12117,Rv0864,KEGG_reaction,R11372
12118,Rv0866,KEGG_reaction,R09395
12119,Rv0869c,KEGG_reaction,R09394
12120,Rv0884c,KEGG_reaction,R04173
12121,Rv0884c,KEGG_reaction,R05085
12122,Rv0886,KEGG_reaction,R10159
12123,Rv0889c,KEGG_reaction,R00351
12124,Rv0896,KEGG_reaction,R00351
12125,Rv0904c,KEGG_reaction,R00742
12126,Rv0904c,KEGG_reaction,R04386
12127,Rv0905,KEGG_reaction,R03026
12128,Rv0905,KEGG_reaction,R03045
12129,Rv0905,KEGG_reaction,R04137
12130,Rv0905,KEGG_reaction,R04170
12131,Rv0905,KEGG_reaction,R04204
12132,Rv0905,KEGG_reaction,R04224
12133,Rv0905,KEGG_reaction,R04738
12134,Rv0905,KEGG_reaction,R04740
12135,Rv0905,KEGG_reaction,R04744
12136,Rv0905,KEGG_reaction,R04746
12137,Rv0905,KEGG_reaction,R04749
12138,Rv0905,KEGG_reaction,R05595
12139,Rv0905,KEGG_reaction,R06411
12140,Rv0905,KEGG_reaction,R06412
12141,Rv0905,KEGG_reaction,R06942
12142,Rv0905,KEGG_reaction,R08093
12143,Rv0914c,KEGG_reaction,R00238
12144,Rv0914c,KEGG_reaction,R01177
12145,Rv0926c,KEGG_reaction,R02825
12146,Rv0926c,KEGG_reaction,R04200
12147,Rv0926c,KEGG_reaction,R04201
12148,Rv0926c,KEGG_reaction,R04687
12149,Rv0926c,KEGG_reaction,R04688
12150,Rv0938,KEGG_reaction,R00381
12151,Rv0938,KEGG_reaction,R00382
12152,Rv0938,KEGG_reaction,R10822
12153,Rv0938,KEGG_reaction,R10823
12154,Rv0939,KEGG_reaction,R09305
12155,Rv0946c,KEGG_reaction,R02739
12156,Rv0946c,KEGG_reaction,R02740
12157,Rv0946c,KEGG_reaction,R03321
12158,Rv0948c,KEGG_reaction,R01715
12159,Rv0951,KEGG_reaction,R00405
12160,Rv0951,KEGG_reaction,R02404
12161,Rv0952,KEGG_reaction,R00405
12162,Rv0952,KEGG_reaction,R02404
12163,Rv0956,KEGG_reaction,R04325
12164,Rv0956,KEGG_reaction,R04326
12165,Rv0957,KEGG_reaction,R01127
12166,Rv0957,KEGG_reaction,R04560
12167,Rv0958,KEGG_reaction,R03877
12168,Rv0971c,KEGG_reaction,R03026
12169,Rv0971c,KEGG_reaction,R03045
12170,Rv0971c,KEGG_reaction,R04137
12171,Rv0971c,KEGG_reaction,R04170
12172,Rv0971c,KEGG_reaction,R04204
12173,Rv0971c,KEGG_reaction,R04224
12174,Rv0971c,KEGG_reaction,R04738
12175,Rv0971c,KEGG_reaction,R04740
12176,Rv0971c,KEGG_reaction,R04744
12177,Rv0971c,KEGG_reaction,R04746
12178,Rv0971c,KEGG_reaction,R04749
12179,Rv0971c,KEGG_reaction,R05595
12180,Rv0971c,KEGG_reaction,R06411
12181,Rv0971c,KEGG_reaction,R06412
12182,Rv0971c,KEGG_reaction,R06942
12183,Rv0971c,KEGG_reaction,R08093
12184,Rv0972c,KEGG_reaction,R04547
12185,Rv0972c,KEGG_reaction,R04592
12186,Rv0973c,KEGG_reaction,R00344
12187,Rv0973c,KEGG_reaction,R01859
12188,Rv0975c,KEGG_reaction,R00924
12189,Rv0975c,KEGG_reaction,R01175
12190,Rv0975c,KEGG_reaction,R01279
12191,Rv0975c,KEGG_reaction,R02661
12192,Rv0975c,KEGG_reaction,R03172
12193,Rv0975c,KEGG_reaction,R03777
12194,Rv0975c,KEGG_reaction,R03857
12195,Rv0975c,KEGG_reaction,R03990
12196,Rv0975c,KEGG_reaction,R04095
12197,Rv0975c,KEGG_reaction,R04432
12198,Rv0975c,KEGG_reaction,R04751
12199,Rv0975c,KEGG_reaction,R04754
12200,Rv0989c,KEGG_reaction,R09247
12201,Rv0992c,KEGG_reaction,R02301
12202,Rv0993,KEGG_reaction,R00289
12203,Rv0994,KEGG_reaction,R09735
12204,Rv1001,KEGG_reaction,R00552
12205,Rv1002c,KEGG_reaction,R04072
12206,Rv1002c,KEGG_reaction,R07620
12207,Rv1002c,KEGG_reaction,R11399
12208,Rv1005c,KEGG_reaction,R01716
12209,Rv1007c,KEGG_reaction,R03659
12210,Rv1007c,KEGG_reaction,R04773
12211,Rv1010,KEGG_reaction,R10716
12212,Rv1011,KEGG_reaction,R05634
12213,Rv1017c,KEGG_reaction,R01049
12214,Rv1018c,KEGG_reaction,R00416
12215,Rv1018c,KEGG_reaction,R05332
12216,Rv1021,KEGG_reaction,R00426
12217,Rv1021,KEGG_reaction,R00720
12218,Rv1021,KEGG_reaction,R01855
12219,Rv1021,KEGG_reaction,R02100
12220,Rv1021,KEGG_reaction,R02720
12221,Rv1021,KEGG_reaction,R03531
12222,Rv1023,KEGG_reaction,R00658
12223,Rv1026,KEGG_reaction,R03409
12224,Rv1059,KEGG_reaction,R02825
12225,Rv1059,KEGG_reaction,R04200
12226,Rv1059,KEGG_reaction,R04201
12227,Rv1059,KEGG_reaction,R04687
12228,Rv1059,KEGG_reaction,R04688
12229,Rv1070c,KEGG_reaction,R03026
12230,Rv1070c,KEGG_reaction,R03045
12231,Rv1070c,KEGG_reaction,R04137
12232,Rv1070c,KEGG_reaction,R04170
12233,Rv1070c,KEGG_reaction,R04204
12234,Rv1070c,KEGG_reaction,R04224
12235,Rv1070c,KEGG_reaction,R04738
12236,Rv1070c,KEGG_reaction,R04740
12237,Rv1070c,KEGG_reaction,R04744
12238,Rv1070c,KEGG_reaction,R04746
12239,Rv1070c,KEGG_reaction,R04749
12240,Rv1070c,KEGG_reaction,R05595
12241,Rv1070c,KEGG_reaction,R06411
12242,Rv1070c,KEGG_reaction,R06412
12243,Rv1070c,KEGG_reaction,R06942
12244,Rv1070c,KEGG_reaction,R08093
12245,Rv1071c,KEGG_reaction,R03026
12246,Rv1071c,KEGG_reaction,R03045
12247,Rv1071c,KEGG_reaction,R04137
12248,Rv1071c,KEGG_reaction,R04170
12249,Rv1071c,KEGG_reaction,R04204
12250,Rv1071c,KEGG_reaction,R04224
12251,Rv1071c,KEGG_reaction,R04738
12252,Rv1071c,KEGG_reaction,R04740
12253,Rv1071c,KEGG_reaction,R04744
12254,Rv1071c,KEGG_reaction,R04746
12255,Rv1071c,KEGG_reaction,R04749
12256,Rv1071c,KEGG_reaction,R05595
12257,Rv1071c,KEGG_reaction,R06411
12258,Rv1071c,KEGG_reaction,R06412
12259,Rv1071c,KEGG_reaction,R06942
12260,Rv1071c,KEGG_reaction,R08093
12261,Rv1074c,KEGG_reaction,R00238
12262,Rv1074c,KEGG_reaction,R01177
12263,Rv1077,KEGG_reaction,R00891
12264,Rv1077,KEGG_reaction,R01290
12265,Rv1077,KEGG_reaction,R04942
12266,Rv1079,KEGG_reaction,R00999
12267,Rv1079,KEGG_reaction,R01288
12268,Rv1079,KEGG_reaction,R02508
12269,Rv1079,KEGG_reaction,R03217
12270,Rv1079,KEGG_reaction,R03260
12271,Rv1079,KEGG_reaction,R04944
12272,Rv1079,KEGG_reaction,R04945
12273,Rv1079,KEGG_reaction,R04946
12274,Rv1086,KEGG_reaction,R08528
12275,Rv1092c,KEGG_reaction,R02971
12276,Rv1092c,KEGG_reaction,R03018
12277,Rv1092c,KEGG_reaction,R04391
12278,Rv1093,KEGG_reaction,R00945
12279,Rv1093,KEGG_reaction,R09099
12280,Rv1094,KEGG_reaction,R03370
12281,Rv1094,KEGG_reaction,R08161
12282,Rv1098c,KEGG_reaction,R01082
12283,Rv1099c,KEGG_reaction,R00762
12284,Rv1099c,KEGG_reaction,R04780
12285,Rv1106c,KEGG_reaction,R09920
12286,Rv1110,KEGG_reaction,R05884
12287,Rv1110,KEGG_reaction,R08210
12288,Rv1121,KEGG_reaction,R00835
12289,Rv1121,KEGG_reaction,R02736
12290,Rv1121,KEGG_reaction,R10907
12291,Rv1122,KEGG_reaction,R01528
12292,Rv1122,KEGG_reaction,R10221
12293,Rv1127c,KEGG_reaction,R00206
12294,Rv1130,KEGG_reaction,R04424
12295,Rv1131,KEGG_reaction,R00351
12296,Rv1133c,KEGG_reaction,R04405
12297,Rv1133c,KEGG_reaction,R09365
12298,Rv1138a,KEGG_reaction,R10675
12299,Rv1141c,KEGG_reaction,R03026
12300,Rv1141c,KEGG_reaction,R03045
12301,Rv1141c,KEGG_reaction,R04137
12302,Rv1141c,KEGG_reaction,R04170
12303,Rv1141c,KEGG_reaction,R04204
12304,Rv1141c,KEGG_reaction,R04224
12305,Rv1141c,KEGG_reaction,R04738
12306,Rv1141c,KEGG_reaction,R04740
12307,Rv1141c,KEGG_reaction,R04744
12308,Rv1141c,KEGG_reaction,R04746
12309,Rv1141c,KEGG_reaction,R04749
12310,Rv1141c,KEGG_reaction,R05595
12311,Rv1141c,KEGG_reaction,R06411
12312,Rv1141c,KEGG_reaction,R06412
12313,Rv1141c,KEGG_reaction,R06942
12314,Rv1141c,KEGG_reaction,R08093
12315,Rv1142c,KEGG_reaction,R03026
12316,Rv1142c,KEGG_reaction,R03045
12317,Rv1142c,KEGG_reaction,R04137
12318,Rv1142c,KEGG_reaction,R04170
12319,Rv1142c,KEGG_reaction,R04204
12320,Rv1142c,KEGG_reaction,R04224
12321,Rv1142c,KEGG_reaction,R04738
12322,Rv1142c,KEGG_reaction,R04740
12323,Rv1142c,KEGG_reaction,R04744
12324,Rv1142c,KEGG_reaction,R04746
12325,Rv1142c,KEGG_reaction,R04749
12326,Rv1142c,KEGG_reaction,R05595
12327,Rv1142c,KEGG_reaction,R06411
12328,Rv1142c,KEGG_reaction,R06412
12329,Rv1142c,KEGG_reaction,R06942
12330,Rv1142c,KEGG_reaction,R08093
12331,Rv1143,KEGG_reaction,R08734
12332,Rv1143,KEGG_reaction,R08739
12333,Rv1159A,KEGG_reaction,R04734
12334,Rv1161,KEGG_reaction,R00798
12335,Rv1161,KEGG_reaction,R01106
12336,Rv1161,KEGG_reaction,R09497
12337,Rv1162,KEGG_reaction,R00798
12338,Rv1162,KEGG_reaction,R01106
12339,Rv1162,KEGG_reaction,R09497
12340,Rv1164,KEGG_reaction,R00798
12341,Rv1164,KEGG_reaction,R01106
12342,Rv1164,KEGG_reaction,R09497
12343,Rv1173,KEGG_reaction,R09396
12344,Rv1180,KEGG_reaction,R05189
12345,Rv1180,KEGG_reaction,R11450
12346,Rv1180,KEGG_reaction,R11451
12347,Rv1181,KEGG_reaction,R05189
12348,Rv1181,KEGG_reaction,R11450
12349,Rv1181,KEGG_reaction,R11451
12350,Rv1187,KEGG_reaction,R00245
12351,Rv1187,KEGG_reaction,R00707
12352,Rv1187,KEGG_reaction,R00708
12353,Rv1187,KEGG_reaction,R04444
12354,Rv1187,KEGG_reaction,R04445
12355,Rv1187,KEGG_reaction,R05051
12356,Rv1188,KEGG_reaction,R10507
12357,Rv1201c,KEGG_reaction,R04365
12358,Rv1202,KEGG_reaction,R02734
12359,Rv1205,KEGG_reaction,R00182
12360,Rv1205,KEGG_reaction,R00510
12361,Rv1207,KEGG_reaction,R03066
12362,Rv1207,KEGG_reaction,R03067
12363,Rv1212c,KEGG_reaction,R02421
12364,Rv1212c,KEGG_reaction,R11530
12365,Rv1213,KEGG_reaction,R00948
12366,Rv1240,KEGG_reaction,R00342
12367,Rv1240,KEGG_reaction,R07136
12368,Rv1257c,KEGG_reaction,R00197
12369,Rv1257c,KEGG_reaction,R00475
12370,Rv1263,KEGG_reaction,R02540
12371,Rv1263,KEGG_reaction,R03096
12372,Rv1263,KEGG_reaction,R03180
12373,Rv1263,KEGG_reaction,R03909
12374,Rv1263,KEGG_reaction,R05551
12375,Rv1263,KEGG_reaction,R05590
12376,Rv1264,KEGG_reaction,R00089
12377,Rv1264,KEGG_reaction,R00434
12378,Rv1284,KEGG_reaction,R00132
12379,Rv1284,KEGG_reaction,R10092
12380,Rv1285,KEGG_reaction,R00529
12381,Rv1285,KEGG_reaction,R04929
12382,Rv1286,KEGG_reaction,R00509
12383,Rv1286,KEGG_reaction,R00529
12384,Rv1286,KEGG_reaction,R04928
12385,Rv1286,KEGG_reaction,R04929
12386,Rv1292,KEGG_reaction,R03646
12387,Rv1293,KEGG_reaction,R00451
12388,Rv1294,KEGG_reaction,R01773
12389,Rv1294,KEGG_reaction,R01775
12390,Rv1295,KEGG_reaction,R01466
12391,Rv1295,KEGG_reaction,R05086
12392,Rv1296,KEGG_reaction,R01771
12393,Rv1300,KEGG_reaction,R10806
12394,Rv1301,KEGG_reaction,R10463
12395,Rv1302,KEGG_reaction,R08856
12396,Rv1314c,KEGG_reaction,R01492
12397,Rv1314c,KEGG_reaction,R05220
12398,Rv1314c,KEGG_reaction,R07268
12399,Rv1315,KEGG_reaction,R00660
12400,Rv1318c,KEGG_reaction,R00089
12401,Rv1318c,KEGG_reaction,R00434
12402,Rv1319c,KEGG_reaction,R00089
12403,Rv1319c,KEGG_reaction,R00434
12404,Rv1320c,KEGG_reaction,R00089
12405,Rv1320c,KEGG_reaction,R00434
12406,Rv1322A,KEGG_reaction,R02765
12407,Rv1322A,KEGG_reaction,R09979
12408,Rv1323,KEGG_reaction,R00238
12409,Rv1323,KEGG_reaction,R01177
12410,Rv1326c,KEGG_reaction,R02110
12411,Rv1327c,KEGG_reaction,R09994
12412,Rv1328,KEGG_reaction,R02111
12413,Rv1330c,KEGG_reaction,R01724
12414,Rv1334,KEGG_reaction,R11524
12415,Rv1336,KEGG_reaction,R10610
12416,Rv1338,KEGG_reaction,R00260
12417,Rv1341,KEGG_reaction,R00426
12418,Rv1341,KEGG_reaction,R00720
12419,Rv1341,KEGG_reaction,R01855
12420,Rv1341,KEGG_reaction,R02100
12421,Rv1341,KEGG_reaction,R02720
12422,Rv1341,KEGG_reaction,R03531
12423,Rv1345,KEGG_reaction,R01406
12424,Rv1346,KEGG_reaction,R04547
12425,Rv1346,KEGG_reaction,R04592
12426,Rv1350,KEGG_reaction,R04533
12427,Rv1350,KEGG_reaction,R04534
12428,Rv1350,KEGG_reaction,R04536
12429,Rv1350,KEGG_reaction,R04543
12430,Rv1350,KEGG_reaction,R04566
12431,Rv1350,KEGG_reaction,R04953
12432,Rv1350,KEGG_reaction,R04964
12433,Rv1350,KEGG_reaction,R07759
12434,Rv1350,KEGG_reaction,R07763
12435,Rv1350,KEGG_reaction,R10116
12436,Rv1350,KEGG_reaction,R10120
12437,Rv1350,KEGG_reaction,R11671
12438,Rv1379,KEGG_reaction,R00966
12439,Rv1380,KEGG_reaction,R01397
12440,Rv1381,KEGG_reaction,R01993
12441,Rv1383,KEGG_reaction,R00256
12442,Rv1383,KEGG_reaction,R00575
12443,Rv1383,KEGG_reaction,R01395
12444,Rv1383,KEGG_reaction,R10948
12445,Rv1383,KEGG_reaction,R10949
12446,Rv1384,KEGG_reaction,R00256
12447,Rv1384,KEGG_reaction,R00575
12448,Rv1384,KEGG_reaction,R01395
12449,Rv1384,KEGG_reaction,R10948
12450,Rv1384,KEGG_reaction,R10949
12451,Rv1385,KEGG_reaction,R00965
12452,Rv1389,KEGG_reaction,R00332
12453,Rv1389,KEGG_reaction,R02090
12454,Rv1390,KEGG_reaction,R00435
12455,Rv1390,KEGG_reaction,R00441
12456,Rv1390,KEGG_reaction,R00442
12457,Rv1390,KEGG_reaction,R00443
12458,Rv1391,KEGG_reaction,R03269
12459,Rv1391,KEGG_reaction,R04231
12460,Rv1392,KEGG_reaction,R00177
12461,Rv1392,KEGG_reaction,R04771
12462,Rv1393c,KEGG_reaction,R02231
12463,Rv1393c,KEGG_reaction,R06622
12464,Rv1406,KEGG_reaction,R03940
12465,Rv1408,KEGG_reaction,R01529
12466,Rv1409,KEGG_reaction,R03458
12467,Rv1409,KEGG_reaction,R03459
12468,Rv1412,KEGG_reaction,R00066
12469,Rv1415,KEGG_reaction,R00425
12470,Rv1415,KEGG_reaction,R07281
12471,Rv1416,KEGG_reaction,R04457
12472,Rv1436,KEGG_reaction,R01061
12473,Rv1437,KEGG_reaction,R01512
12474,Rv1438,KEGG_reaction,R01015
12475,Rv1442,KEGG_reaction,R10127
12476,Rv1445c,KEGG_reaction,R02035
12477,Rv1447c,KEGG_reaction,R00835
12478,Rv1447c,KEGG_reaction,R02736
12479,Rv1447c,KEGG_reaction,R10907
12480,Rv1448c,KEGG_reaction,R01827
12481,Rv1449c,KEGG_reaction,R01067
12482,Rv1449c,KEGG_reaction,R01641
12483,Rv1449c,KEGG_reaction,R01830
12484,Rv1449c,KEGG_reaction,R06590
12485,Rv1451,KEGG_reaction,R07411
12486,Rv1456c,KEGG_reaction,R07412
12487,Rv1464,KEGG_reaction,R03599
12488,Rv1464,KEGG_reaction,R11528
12489,Rv1471,KEGG_reaction,R02016
12490,Rv1471,KEGG_reaction,R03596
12491,Rv1471,KEGG_reaction,R09372
12492,Rv1472,KEGG_reaction,R03026
12493,Rv1472,KEGG_reaction,R03045
12494,Rv1472,KEGG_reaction,R04137
12495,Rv1472,KEGG_reaction,R04170
12496,Rv1472,KEGG_reaction,R04204
12497,Rv1472,KEGG_reaction,R04224
12498,Rv1472,KEGG_reaction,R04738
12499,Rv1472,KEGG_reaction,R04740
12500,Rv1472,KEGG_reaction,R04744
12501,Rv1472,KEGG_reaction,R04746
12502,Rv1472,KEGG_reaction,R04749
12503,Rv1472,KEGG_reaction,R05595
12504,Rv1472,KEGG_reaction,R06411
12505,Rv1472,KEGG_reaction,R06412
12506,Rv1472,KEGG_reaction,R06942
12507,Rv1472,KEGG_reaction,R08093
12508,Rv1475c,KEGG_reaction,R01324
12509,Rv1475c,KEGG_reaction,R01325
12510,Rv1475c,KEGG_reaction,R01900
12511,Rv1485,KEGG_reaction,R00310
12512,Rv1485,KEGG_reaction,R11329
12513,Rv1492,KEGG_reaction,R00833
12514,Rv1493,KEGG_reaction,R00833
12515,Rv1511,KEGG_reaction,R00888
12516,Rv1512,KEGG_reaction,R05692
12517,Rv1527c,KEGG_reaction,R05189
12518,Rv1527c,KEGG_reaction,R11450
12519,Rv1527c,KEGG_reaction,R11451
12520,Rv1530,KEGG_reaction,R00623
12521,Rv1530,KEGG_reaction,R00754
12522,Rv1530,KEGG_reaction,R02124
12523,Rv1530,KEGG_reaction,R04805
12524,Rv1530,KEGG_reaction,R04880
12525,Rv1530,KEGG_reaction,R05233
12526,Rv1530,KEGG_reaction,R05234
12527,Rv1530,KEGG_reaction,R06917
12528,Rv1530,KEGG_reaction,R06927
12529,Rv1530,KEGG_reaction,R07105
12530,Rv1530,KEGG_reaction,R08281
12531,Rv1530,KEGG_reaction,R08306
12532,Rv1530,KEGG_reaction,R08310
12533,Rv1536,KEGG_reaction,R03656
12534,Rv1538c,KEGG_reaction,R00485
12535,Rv1547,KEGG_reaction,R00375
12536,Rv1547,KEGG_reaction,R00376
12537,Rv1547,KEGG_reaction,R00377
12538,Rv1547,KEGG_reaction,R00378
12539,Rv1551,KEGG_reaction,R00851
12540,Rv1551,KEGG_reaction,R09380
12541,Rv1552,KEGG_reaction,R02164
12542,Rv1553,KEGG_reaction,R02164
12543,Rv1554,KEGG_reaction,R02164
12544,Rv1555,KEGG_reaction,R02164
12545,Rv1559,KEGG_reaction,R00220
12546,Rv1559,KEGG_reaction,R00996
