,A,mce1R
SRX4498316,-0.8769583776000001,-0.1417656638
SRX4498312,-0.0064418648000000005,0.0138579596
SRX4498308,-0.2947030431,0.0102912789
SRX4498314,0.34942612630000003,-0.053833577300000005
SRX4498310,-0.0482812184,0.0296843388
SRX4498319,-22.0814117822,-0.8788708499000001
SRX4498317,-22.0443655077,-0.9289093284000001
SRX4498311,-1.3164451108,-0.1913543795
SRX4498315,-0.5882298224,-0.1586366658
SRX4498309,-0.6951963903,-0.057455906800000005
SRX4498313,-0.920039453,0.0295158214
SRX4615568,0.3277240864,-0.048847102
SRX4615570,-0.3277240864,0.048847102
SRX727246,-5.2939722794,-3.1825709425
SRX727243,-4.7539593804999996,-2.9253943606
SRX727247,-8.3021969737,-2.579459026
SRX727244,-8.1750603349,-2.6611181741000003
SRX727245,-4.1159586489,-2.2781672091000003
SRX727248,-4.8818266704,-2.4314175158999998
SRX727249,0.09033718780000001,0.0753232521
SRX727251,0.11484659900000001,-0.053167453600000004
SRX727250,-0.2051837869,-0.0221557985
SRX4498332,1.1930377369,0.028782565500000003
SRX4498334,0.7709686722,-0.3899606988
SRX4498335,0.7032241373,-0.2547323755
SRX4498337,0.9096624181,-0.1419050963
SRX4498324,-0.4016661573,0.07435632980000001
SRX4498326,0.0393706251,0.0365276323
SRX4498328,0.257575686,-0.1008551974
SRX4498330,0.10471984620000001,-0.0100287647
SRX4498336,-4.5138879202,-0.8486668071
SRX4498333,-4.605154991,-0.8167619224
SRX4498338,-3.851372046,-0.9800766413
SRX4498329,-5.970751542,-0.5214361581
SRX4498325,-5.9129806892,-0.6727545565
SRX4498327,-5.5518763398,-0.43760902030000004
SRX4498331,-5.9589521895,-0.4425642247
